Q9D1H6	Q9P032
Q3UQ44	F1LW74	Q13576
Q9JJA2	B5DF86	Q96MW5
Q9Y576	Q9D738	Q4KLY9
O60337	Q9DBD2	D4A6K8
P21447	F1M7G9
Q3UK78	Q86SE9	Q5XI70
Q92581	A1L3P4	P26431
Q63495	Q62151
P26038	Q91VS8
Q80T62	P08485	Q96P66
Q8C407	Q96EC8
Q9JIY0	D3Z9K4
P70166	P0C279	Q9BZB8
Q9Z0F5	Q15800
F8VPV3	D3ZT76
Q695P6	O09047	Q96LB2
P21769	A6H656	Q14990
Q8BMI0	D3ZIK8	Q6PIJ6
Q7Z589	D4AC97	Q8BMB0
Q9Z2U0	F1M6I7
O43379	D4A4R1	Q05BC3
Q9ERW3	P61329	O43320
P41137	P41139	P41134
Q5U5Q3	F8WJD6
O43679	E9PTQ0	O55203
M0R7D1	Q8BN59	Q9BRS8
Q64310	O15260
O35593	F7EUU4	O15372
P53801	Q6P767	Q8R143
P10605	A0A0G2K8H6	Q9UJW2
Q9EPE9	P13637
P31391	P30935
Q68CL5	F1LR55	E9QLP0
Q8K375	Q4V8C9	Q8IYG6
Q9CR86	Q9WU49	Q9Y2V2
D4ADQ2	Q5SWZ9	Q8N2A8
Q91VT1	Q4V8A0	Q96MF7
Q9Y2B4	D3ZIG2	Q9D976
A0A0H2UHD1	Q9DCP9	Q15038
A1A5P3	D3Z7I5	Q96B01
Q8BZZ3	D3ZVC4	Q9HAU4
Q96J02	F1M4Q8	Q3U0D9
P62492	O35509	P62491
Q9Z0E1	D3ZVK0	Q8TC57
D3ZV99	Q8BGC1	Q49AR2
P08921	P08920	P06729
F1LV01	Q3UGF1	Q8NEZ3
P70338	D3ZPD6
Q8NDV7	A0A0G2JZJ3	Q3UHK8
Q8NFZ3	Q9JKC1	Q8R0W5
Q8BL03	Q8N8R3	D3ZMM0
O35112	Q8R5M8	Q9BY67
A1L0T0	Q8CHM7	Q9QXE0
Q69Z38	D3ZMK9	Q9H792
Q6P8W9	B2RPK0
Q9UGU0	A0A0G2K4G0
D3ZHV9	Q9D279	Q8IVT2
P55055	P62509	P22829
Q3TWI9	D4A105	Q5T3F8
Q9HBI1	D3ZWK2	Q9ERD8
Q86SR3	Q62889	Q64176
O95201	P10754
Q9NRC3	M0R9X8	Q9JHU4
P70669	D4A4U1	P78562
Q9Z336	P51807	P63172
Q99460	Q4FZT9	Q8VDM4
Q8BWC0	Q8NHX9	A0A0G2K997
Q9QYY8	Q4KLL7
Q8K087	Q99788
O35343	O00505	Q56R20
Q3U7U4	Q8NEQ5
P25235	Q9DBG6	P04844
Q9BYZ8	Q68AX7	Q9D8G5
Q810W6	P35407
Q6GTH9	Q15784
Q8BJ71	Q66HC5	Q8N1F7
Q14832	P31423
Q14714	D4ABT9	Q3TRE0
Q9JI48	B5DF36	Q9NZF1
D4A9X9	Q9ESN5	Q9BS16
D4A9J3	Q14563	Q9Z123
P29033	Q6AZ42	P70689
Q09666	G3V8D2	Q8CEX7
Q62282	Q16559	Q66HH3
Q9Y5E8	Q91XZ8	M0R8Z9
Q01105	D3ZLU5	Q69ZB3
Q69ZK6	F1LMK8	O43593
Q9Y536	Q9D6L8
Q9UHC7	Q9QXP6	Q5XI23
P35372	P42866	P35370
Q8TED0	O35353	P62874
Q8BGJ0	Q2THW6	Q9NPG8
Q9WV92	O35763
Q9R0W9	Q5UMH9	P36544
P97766	F1LV65	P0CG37
Q86VS3	A0A0G2K4U9	Q9D2K4
Q9R0L1	F1MAF1	Q00613
Q9NWM8	Q9Z247	Q66H94
Q811Q3	D3ZEP8
Q9UK96	Q7TPD1	A0A1B0GWU1
O00148	P10630	F1MAM8
P15532	P22392	P19804
Q00422	D3ZEY9	P17947
A0A0A0MY43	D3Z4R1	Q8N3C0
Q8IXT1	B2GV00	E9QLR9
Q499S2	P56384	P48201
Q9Y573	Q8BUL5	J3KTS0
O14745	D4A7C5	Q9JHL1
Q9D8Z2	O43715
D4AAV5	Q8VE28	Q969G9
Q80ZU7	P55058	D4A5H4
Q4QRB0	Q91XL3	Q14376
Q8BK58	Q5BKC6	Q9H641
P49023	Q8VI36	Q99PD6
Q9H3S4	B5DEJ6	Q9R0M5
Q80U35	E9PSJ4	P11274
E9QPI5	A4L9P7	Q29RF7
Q64519	O75056	P26260
Q9HCK8	A0A0G2KA92	E9PZM4
P05937	P47728
Q16881	P47791	R9PXU4
P18850	A0A0A0MQ69	Q5FVM5
Q80U93	P35658
E9PSL8	E9PX57	Q6ZMV9
O75909	O88874	Q9R1Q2
Q9P2P5	P46935
Q8N386	F1M277	Q8K1T1
Q9D2G9	D4A700	Q6UWX4
P62267	P62268	P62266
Q3UFY7	Q969T7	B2GUX5
Q96K19	M0R436	Q8CBG9
P06340	Q9QWV1	Q6MGB0
A4D2B0	Q6AYD1	Q8BWY4
Q9HBG4	A0A0G2JW72	Q920R6
Q9H4B4	O55099	Q64702
Q80Y81	G3V6F5	Q9BQ52
Q07802	Q63398	Q9UH73
Q8QZV7	D4A6N9	Q9NVM9
Q4KLM0	Q8K4Q6	Q96FI4
Q9NXB9	Q920L7
Q6P725	O43790	P50446
Q9NYB5	Q9EPT5	A0A0G2JV79
G3V6P5	P55095	P01275
Q7L0Y3	A0A0R4J205	Q5RJK3
A0A096MK63	Q8VCU1	O00748
Q08423	Q63467	P04155
D4AB91	Q3TXZ1
F1LZU7	Q9DBR4	O95704
O35682	Q96S97
Q6AYD9	P11930	A8MXV4
P05362	D4A435
P57791	B0BMW8	Q9Y256
Q9NTK5	A0JPJ7	Q9CZ30
Q10713	Q9DC61	Q03346
Q62797	E9Q4S7	P23467
O95630	Q76N33	Q8R424
P01040	P01041	Q62426
Q9D7S7	P47198	Q6P5R6
Q9H1A4	F1M801	P53995
Q9CQ69	Q7TQ16	O14949
O60381	Q04891
P32969	D3ZA49	S4R1R7
Z4YNI9	P70380	Q14116
D3ZCC7	O95475
P27274	P13987
Q96PK6	Q61954	Q4KLH4
Q14BA6	D3ZTT1	Q5VYS4
Q6P4F7	D4A208	Q91Z67
D4AE21	Q9CR33	Q9H8J5
P27931	Q05KR1
Q64326	P35345	P41968
Q8N335	D3ZAP9	Q3ULJ0
O60239	B2GUX8
O35324	D4A9E3
Q9JJZ9	Q9JKA8
P97785	Q6AXR3	O00451
Q03112	F1LPR7	Q80V63
D4A778	Q9H582	O88286
D3ZG57	Q8BH02	Q9NXH8
Q4KLL5	Q9ESG2	Q9HAT0
E9Q7N9	E9PU24	Q96DT5
Q9CZU6	G3V936	O75390
Q80UK0	Q63406
D3Z3U5	Q16584
Q8N8N7	M0R3N4	Q8BGC4
Q9WU28	B5DFN4	Q99471
O95166	P60517	Q9DCD6
Q6P4A7	Q6AYS2	Q925N1
Q9QY36	D3ZWS6	Q9BSU3
Q9JJL8	Q9NP81	Q6P799
Q9CQQ0	G3V8Z7	Q96KF7
F1LPK7	Q99K51	P13797
M0R629	P28650	Q8N142
Q9H6I2	P0C1G9	P48432
P97772	Q9R0W0	Q13255
Q9D925	D4ABW7	Q96KX0
Q6PF05	A0A0G2JYJ8	A6H6E9
Q80VR3	Q6IMI6
A0A0G2JTU0	Q8CHT1	O94989
P62879	Q9DAW6
P50454	Q6P9U0	Q9JK88
Q0VBM2	D3ZN30
Q61545	Q92804
F1LUD4	Q80TD3	Q9P278
Q9Z126	P06765	P10720
B3DM97	P97440	Q14493
Q9NSI5	Q5VJ70	D3YXH1
Q9D0S9	D4AB01	Q9BX68
P62851	D4AE10	P62852
F1LNY7	Q9R1W3	O00237
Q8NAN2	Q4QQM5	A0A0G2KAE6
Q9QZF2	P78333	P35053
D3ZPB8	Q9D0Z3	Q6P2H8
A0A1B0GS59	P08174	A0A0G2QC50
Q9Z260	O95832	A0A0G2K8J2
P21583	P21581	P20826
Q99M74	A0A0G2K509	P48668
B5DEH3	O35739	Q02086
P54707	P11506	Q9CTG6
Q8BUE4	D4AA14	Q9BRQ8
O76074	D3ZDI8	P23440
Q6WKZ7	Q80ZE7
M0RA52	Q8R3R5	Q9H7F4
Q96Q83	A0A0G2K5G5	Q8K1E6
Q9QWH1	Q59GP6
D3ZVF5	P62900	P62899
B9EI38	Q96D71
P56385	P29419	Q06185
Q7TMF3	F1LXA0	Q9UI09
Q9CR89	Q5XIS4
P01137	Q07258	P27090
F1M597	J3QPC3	Q5BKX5
P41240	Q62844	P41241
Q99MQ5	P20908	A0A0G2K601
M0RAW1	Q0VAY3	Q17R55
A0A0G2JZJ5	Q9Z1X2	P48651
A0A182DWE6	Q1L5Z9
Q9CRA5	Q66H74
Q9NYC9	F1LV07	B1AR51
Q5M7T9	Q80W22	Q86YJ6
Q99743	G3UYV8
Q9EQQ3	Q9Y5Y3
P97868	G3V953	Q7Z6E9
B2RYN1	Q8K274	Q9HA64
P38650	E9Q0B6	Q96M86
P00736	G3X9F5	P28826
Q3B7C7	Q9JJG5	Q9BXL8
Q9BCZ4	A0A0G2K953	Q9BQE4
Q2TBE0	D3Z863	Q8CI33
P97610	Q920N7	Q9BSW7
Q91V01	Q3T1J2	Q6ZWT7
P78316	A0A0G2K0Z9	Q8R3N1
B5DEL7	P60060	P60059
P29120	Q62849	P63239
P35123	Q70CQ4	M0RDN9
Q9C0K0	E9Q6W4	H9N1L4
O15342	Q794C0	Q9CQD8
Q63448	Q9R0H0	Q15067
D3ZEI4	A8MVW5	Q4VAH7
P15976	Q08369	Q924Y4
Q6XZL8	D3ZCP0	Q8TEK3
Q02447	O35819	Q19A41
Q8TDN2	D4AD53
P23606	Q08189
D4ADJ5	Q9QUS4	Q9Y5J3
B2RZD1	Q9WUG7	P60468
Q99J27	Q6AYY8	O00400
O95645	F1M787	E9QKH8
A0A0G2K003	P01582	P01583
Q0GA42	D4ACK7	Q8NE01
Q9NRV9	B4F7C7	A0A140T8J4
Q8N3J6	E9QPS7	A0A0G2JUT1
Q86WH2	D4ACL6	Q5EBH1
Q9CPS8	D3ZBW5	Q9BSF0
B4F784	Q7TMX5	Q6PI26
O95936	D4A4W8	Q9JKD8
Q5U303	Q99K90	Q8N5C8
Q3KRE0	Q5T9A4	Q9D5T0
O95886	B1AZP2	G3V927
P26718	O70215	O54707
Q5BJU7	Q9Y6W5	Q8VHI6
D3ZIL6	Q9D9V3	Q13011
Q49AH0	P0C5I0	Q8CC36
D4A1T7	Q501J2	Q9BQD7
Q80VW5	Q9P202	Q4KMB9
F7FEU1	F6TUL9	Q9Y279
B2RYT2	Q6UL01	Q502X0
Q99PF4	D3ZAN2	Q9H251
P46109	Q63768	Q64010
Q8K1Z6	A1A5S3	Q14330
Q148W8	Q5VZP5
Q86TA1	Q8VI63	D4A1V7
P45844	B2RY21
P30532	O70174	A0A0G2K6W5
O95271	A0A0G2K9J0	G5E8K5
O43463	A0A0G2K5A7	F6WB49
Q8BL65	A0A096MJ01	Q08495
P58682	E9PTD9
Q60748	P30988	P70555
O89023	Q642E6	O14773
Q9QZR0	D3ZQ26	Q96BH1
P01660	P01615
Q8K394	Q5FX52
E9Q2E9	D3ZX50	Q8IUC1
Q9H221	D3ZCM3	Q99PE8
D3ZAB6	Q8K2Y0	Q5W0B1
P84089	B2RYQ5	P84090
B5DFF2	Q8VC52	Q6ZRY4
P52732	G3V7J8	O35066
Q62556	Q920M2
Q5SZQ8	Q8VE92
P07321	P29676	P01588
Q8WUU5	D4A3T2	Q920S3
P01111	P08644	Q9R0B8
Q12802	Q68FM7	F1M3G7
P13688	Q5PQU0	P35918
Q640N3	A0A0G2JTR4	Q15311
P51665	D3ZI16
P40306	Q6MGA6	P70195
P62342	A0A0G2K3B2	P62341
Q9CQ26	Q96FJ0	B0BMZ5
Q8IWV1	Q5FVQ5	Q8BHB3
D4A2K5	Q9JJR9	Q9NQ35
Q6NZQ4	Q5U2M8	Q6ZW49
Q8TE73	A2A520	A0A0G2JYL5
P29590	D3ZUK4
Q8CIJ3	Q96G38
O94992	Q3TVI4
Q9NPF4	Q4V7F3	Q6PEB4
B4F7A1	Q9DA03	Q5U5X0
Q92610	Q6NXK2
Q9D0F1	F7F189	O14777
Q9Y624	Q9D8B7
D3ZLU1	Q9ES89	O43909
P63167	P63170	P63168
Q96I13	B5DEN3	Q8R0P8
D3ZZ04	Q9EPL4	Q9H1A3
Q6P6T3	P15261	P15260
Q3TC93	D4A6D9	Q53T59
P16083	P05982
Q15052	B2RR82	D3ZWQ8
D3ZV81	Q8BQM4	Q7Z4Q2
Q8C966	Q96EK2	F1M6K4
Q15032	Q80TM6
F1LQC7	P29474	A0A0R4J0G9
D4A1V8	P53804
F1M5A4	Q9D3R6	Q9BW62
Q9JK37	A0A0H2UHR2	Q8TDC0
G3V6T0	Q62226	Q15465
Q9QX98	D4A114	Q7RTS3
O75618	Q9Z1L3	M0R7V1
A2ASS6	D4A228	P12318
D4A8X5	Q9EQQ4	Q9BZJ6
Q99MY0	Q6AXY9	Q9BXG8
A0A0H2UHB0	O75674	Q5SRX1
Q5PPI9	Q91V51
P51436	P21917	P15823
P04259	A0A0G2K4H7	E9Q0F0
Q5I0I8	Q8BHY2	Q9BVI4
Q5STE3	D3ZJ81	Q6MZW2
Q96CK0	F6WEQ6	Q8CE64
Q66JQ7	Q05C46
Q78IK4	M0R7V3	Q6UXV4
Q9CQ18	D4A434	Q8TDP1
Q8CJD3	Q8K0C5	O60844
A0A286YD23	D3ZXW4	O75603
Q99742	A0A0R4J020	F1MA61
P35293	Q9NP72	Q5EB77
Q8IY31	D3ZSV1	Q61025
Q8BHN3	P10253	D4AE63
D3ZWX4	Q9ESJ4	Q9NZQ3
Q5SYB0	D3ZW88	A2AFR3
Q62753	Q9NRW7	Q64324
Q8VC19	P13196	D4A2H2
Q9BX66	A0A286YCN8	F1LPM3
Q8BH66	Q8WXF7	O70418
P10914	D4AAV0	P97431
P09603	Q8JZQ0	P07141
Q9DB10	D4A7Y9	Q9H4I9
Q7M6Z1	Q80W85	Q86SE8
Q6ZW61	D3ZYF7	Q5SUD9
Q99K85	E9PSV5	Q9Y617
Q99P87	Q8K4J7	Q9HD89
P13584	Q99N18	F7EN52
A0A1B0GR74	M0R8G5	A6NJ69
Q62468	Q6AYC4
A0A0G2JXC5	Q8VIM5	Q9ULH7
Q07002	Q04735	D3ZSZ0
Q86TD4	Q8R3Z7	Q7TQ48
Q9DCB4	A0A0G2JVX9	Q9UBL0
Q9UGK8	Q3UWJ5	D3ZN16
P11802	Q63699	Q8BWD8
Q8WYH8	Q8VEK6	A1L130
F8VQ93	Q8WWQ0
Q9QWY8	Q9ULH1	D4ABD3
Q9NYL9	A0A0G2K0D3	F8VPR1
O43866	Q4KM75	Q61003
Q9UD71	Q6J4I0	Q60829
Q9H2F9	A0JPN5	Q8BVC4
O00206	Q9EQU3	A0A0U1RS05
P0CD94	Q8K2T4	Q6UW78
O95847	Q5SWT3	B0BNI6
Q6IFX2	Q14532
Q9BUB7	D3Z946	Q921N7
Q8BUM6	D3Z988	Q96GL9
Q7TQM3	Q91V87	Q8N441
O95486	Q9D662
Q8C845	D4A9T5	Q9BUP0
D3ZKE6	Q3URD3	Q9Y228
P52179	Q62234	A0A0G2K7Q0
Q4KUS2	A0A0G2KAU4
F8VQM5	F1M792	Q8TET4
Q7TN98	A0A0G2K3Y6	Q17RY0
A0A0G2K7Q6	Q9UIJ7	Q9WUR9
Q4V7D6	Q9EQ80	Q9GZT8
F1M391	Q3TBT3	Q86WV6
Q9NUW8	A0A0H2UHC3	B8JJC1
O75936	A0A0G2K5N7	Q924Y0
Q96T25	P22227	A0A0H2UHI0
Q99N11	D3ZC16
Q9Y2U5	D3ZFL3	A0A0A0MQ82
Q8NCG7	P0C1S9	Q91WC9
O89116	Q96AJ9	F1LT41
Q8R0Z5	Q96A46	B1WC67
Q96RE7	Q9DAI4
Q9H477	D3ZVU4	Q8R1Q9
Q8K377	A0A0H2UHB8
Q8N138	A0A0G2JSW1	Q9CPZ6
A0PK00	M0R6Y6	Q8C1E7
Q92685	F1M8K7	Q8K2A8
Q9R0P9	P15374
Q92743	E9Q5D9	Q9QZK5
Q9DCT8	P21291
Q8IWL3	D3ZME7	A0A0R4J0T0
P08775	P24928
D3ZUC2	Q9BXT6
Q6NUT2	M0RC58	P0CW70
P00734	A2VCV7	P11214
P30305	P48965	P48964
A0A0G2JTT7	Q91Z69	Q7Z5H3
P55287	Q9Z1Y3	P15116
P46092	P47774	Q9JII9
A0A0G2JZE8	Q9D2E2	Q96GM8
O19442	Q6MGB8	Q9TNN7
P35991	P06239
Q8BVK9	P23497
P11441	B2GV38	P21126
Q3UVL4	F1M4I4	Q9UID3
Q9D2Q8	Q9HCY8
D3ZB65	Q9CWI3	Q9P287
Q13362	A0A0G2JZD1	Q60996
Q8BFQ4	M0R565	Q6UXN9
Q99MW5	A0A0G2JYV7	Q9BXU3
Q1WWK5	Q80UG5	B5DFG5
P13609	P04917	P10124
Q92734	Q6AYR1	Q9Z1A1
A0A0G2JWK2	A0A0N4SWA0	O95243
O35495	A0A0H2UHG4
P48023	P41047	P36940
Q569E4	Q5XI62	Q9BUN1
Q60932	A0A0G2JSR0	Q9Y277
Q9D2F7	D3Z8Z6	Q5VU65
Q8WUD1	P53994	Q3B7V5
P49817	Q2IBC6	Q03135
Q86UW1	D4AC81	Q8R000
Q9BX73	Q566R2	Q8R0I4
P46459	Q9QUL6	Q920A7
A0A096UWG8	B2RXZ1	Q8NA58
P57103	O54701	S4R2P9
Q58FG1	Q3UIF3
D3ZYM3	Q8BHR2	Q8TC92
B1H245	Q921K9	Q9BQE9
Q92502	D4A5B9	Q8K031
Q8C1F4	Q5XIQ8	Q70JA7
Q8K1K4	A0A0G2K7E6	Q92674
O43663	D3ZES9	Q99K43
Q9NWQ9	B0BN25	Q9JJ93
P97817	D4ABP3
Q8C8T7	M0R4G0	P0C7U0
Q8K443	G3V716
Q9CPW0	Q07310	Q9P2S2
Q9Z1S8	A0A0G2JZD5	Q13480
Q8BGA9	D3ZRH1	Q15070
O43708	Q9WVL0
P07478	P16296	Q9QUK9
Q9QXN3	B5DEP5	Q15650
P16382	Q63257	P24394
Q5VUB5	D3ZTG3	Q14CH0
Q9Y2E6	Q6TXG2	Q6PDK8
Q969Y2	Q5PQQ1	Q923K4
F1LZB7	Q3KP66	D3YZL7
F1LQ74	Q6XZF7	E9Q5R6
Q2TB10	D3ZPQ4	Q0VEE6
Q9DBP0	A0A0H2UHZ0	O95436
P01723	P04211
Q96EF0	D3ZA31
P13631	O88275	Q6GU14
A0A0G2JE92	Q3KR92	O60704
P18405	P24008	A0A0R4J136
P18085	P61751	P61750
Q3USZ8	Q7TP59	Q8NDZ4
Q6MGC3	Q9Z0H1	O15213
P19474	G3X9I6
F1M610	Q9CQ79	O14530
O94967	G3V9M3	Q8CGF6
A0A0G2JYR1	Q8C203	Q9Y2D4
Q6YN16	Q4V8F9
Q61666	Q4V8B4
Q9BXR5	Q9EPQ1	A5H300
Q9H8H3	Q562C4	Q9DD20
Q9UHR4	Q8BKX1	Q3KR97
Q96S66	A0A140TAF5	Q99LI2
Q9P0L2	D3ZQN8	Q6P4S6
B0BNM8	Q9D0V8	Q9BW66
Q2VLH6	Q8WTU2
D3Z952	Q99PM0	Q13361
P52482	P51965	F1M3L4
Q3SX64	D3ZJC1	Q3TZ65
Q8C0V9	F1LR29	Q8N878
Q9NRG0	P70353	D3ZAR9
Q9D920	B1H257	Q969J3
B2RVY9	D3ZZT3	Q6ZP80
P81068	D4A9L1
P29350	G3V7Q4	Q64512
Q9H9J2	Q4G067	Q9CY73
G3UYF5	Q9H4M3	Q923V4
Q5FW52	A0A096MK47	Q5VWP3
Q9CXY6	Q12906
Q6P7A6	Q15796	P70340
Q99LQ1	F1LRS1	Q9NS73
Q8C0T0	Q9H6D3	Q5GH59
P31276	D4ACD0	P70217
P24472	P14942	P09211
Q9QUK6	M0RAA8
Q9H4D1	D3ZYL0	Q60855
A2RSE7	Q8IZU3
F1LS25	Q9JM98	Q9P2S5
Q08397	P16636	Q9Z175
Q9D119	Q96T49	D3ZIC4
P22748	P27139	P00920
Q68FW8	Q9JI08	Q9NQY0
P06685	Q9H7F0	Q6PIE5
Q9CW42	G3V6I4	Q969Z3
Q8C243	P20142	P04073
Q9ET64	O70572	O60906
D4A3Y5	A2ARJ3	Q5W0B7
P61024	D3ZGT4	P61025
Q8CGB3	Q5U312
Q7TSJ6	A4GW50	Q15208
A0A0G2K9P5	Q8C0L8	Q9UP83
Q9NPI8	F1M0R6	E9Q5Z5
O43837	Q5XIJ3	P70404
D3ZP15	Q8BHH2	Q9NP90
P25067	P28481	P13941
Q86W34	Q400C7	B1AT59
Q9H2K2	D4AA72	Q8VHQ3
F1LT58	O60684
P62304	P62305	D4A8M5
Q6PGF5	Q2NL82
O43825	Q6MGC2	Q9Z0F0
Q8TBR0	Q9WUJ3	B7ZNY0
M0R5X0	Q4G0W2	Q9D0T2
Q9NR82	Q8K3F6	F1LMY9
D3ZW09	Q96PQ0	Q6PHU5
O70374	F1M659	O43439
D3ZIM0	Q8K4C2	Q8NFR9
P02545	P48679	P48678
E9PTL1	Q6NXW6	O75943
Q9DCB1	Q66H40	P05204
Q9CPV7	Q9H6R6	Q2TGI9
P70181	O60331	O88370
Q9H9A5	A0A0G2K7B7	Q8BH15
Q91XX6	D3ZE55	Q7Z738
Q96RJ3	D4A281	Q9D8D0
D3ZXP7	Q9WV32	O15143
Q58EX2	Q62845	Q69Z26
Q91YZ5	P24392	P28328
E9Q0B9	D4A1U5	Q96NM4
D3ZFL6	D3YTR3	A1L020
P13373	Q6GMX4
B0BNE2	Q80UW8	P19388
O88329	Q9UBC5	F1M8F6
Q5D1E7	D4A0I4
P19001	P19012	Q6IFV7
Q3UTB7	Q6PIV2
Q641W3	Q9QXX8	Q9UHK0
Q15366	O88477	A0A0G2K2B3
Q32P28	Q9D136	Q9R1J8
Q9UKE5	D3ZHL6	Q8BPM2
A0A1L1SU72	P20420
Q86VU5	D3ZM21	Q8BIG7
Q9QZF3	Q96C55
Q8VCS3	D3ZUZ4	O75063
Q9ESS0	G3V7L2
P16562	O88205	P16563
F6VUV4	Q8VID1	Q99LB2
Q5BK13	Q5SYH2	Q8N511
Q9EPC2	Q8VI81
Q96ME1	D3ZU50	E9PYR1
Q8C0M8	G3V792
O75840	Q99JB0	F1M8Z3
Q9Y2L1	D3ZIL9	Q8CI75
P50990	Q6AYJ7
Q31202	Q95565	P10321
Q8BN58	B4DXL2	F1M332
D4A746	Q8BTZ7	Q96IJ6
D3ZXL9	Q9Y597	E0CYD2
O35052	P98191	Q92903
Q9H0Z9	M0R7T6	Q62176
Q13291	D3ZAD7	Q9QUM4
P30681	Q04931	Q8WW32
Q4AEF8	Q9QZE5	Q9Y678
P11166	Q9WV38	P11167
Q9BVT8	Q4FZV7
P55212	Q9JHK1	Q8C3Q9
Q8VD33	O70593	Q9BPW0
Q7TQK5	Q5BJT7	Q567U6
D3ZT85	Q8R1H8	Q8N1L9
A0A0G2JSG6	Q9DBP5	Q9Y6K8
Q9UBG3	A0A0G2K1V9	D3YUU6
Q9CXU4	Q5SRD1
P61216	B2RYQ7	Q15543
Q9P260	D3ZJ01	A0A087WRM8
Q6GMV3	D3ZBG6	D3Z4S3
P61970	P61972	P61971
Q5T7N3	D4A6X3	Q9Z1P7
Q5PQW4	P55271	P42772
O00622	Q9R1E9	P29268
Q92826	G3V634	P50207
Q13002	P35436
Q9NUG6	Q642A0	P59048
Q9JJV9	P54282	Q9P0X4
D3ZJC3	F8VQ45	Q7Z402
O35473	B5DEI6	Q13901
Q9H3W5	Q8CBC6	D4AC13
M0RDK4	Q3UHE1	Q9BZ71
Q99JF8	Q925G1
Q10758	Q6IFZ9
Q6QD59	Q8VHI8	Q12981
P24592	P47880	P24594
P23640	Q99P58	P51159
P16383	D4A8C8
Q9ER35	D3ZZU8	Q9H479
O95466	E9PT22	E9QLA5
P09810	P17532	P07101
Q9H596	F1LN58	Q8BTR5
Q6P158	D4A321	Q6NZL1
Q9CQI6	B0BNA5	Q14019
P62501	Q9Y3Q8	E9Q7M2
P39019	P17074	Q5M9P3
P52189	P48051
Q80X44	O43167
D3ZTE7	P97857	Q6UY14
P85037	P35584	A0A0G2JWM4
Q5U2Q5	P07742	P23921
P16410	G3V7D2	Q6GTR6
Q9NY47	Q9Z1L5
Q8BVZ5	A0A096MIT4	O95760
Q8CEF8	D3ZTZ3	A6NCQ9
Q14651	A0A0G2QC04	Q3V0K9
Q3U5J2	Q92673	A0A0G2K9W7
M0R7F6	P80404	Q8BWU8
D3Z3H1	D4A1D3	Q9NZJ4
Q8CB77	Q63187	Q8NG57
Q8TD06	Q8R3W7	D3ZIF1
Q15773	D3ZCQ9
E9QPD0	Q9BXX3	O70511
P43004	P43006	D3ZT83
G3V729	Q61878	P13727
D3ZCS1	Q99PG4	Q9NS28
M0RCP9	Q9CWW6	Q9Y237
Q8VCA0	A6NK97
A2A4U6	D3ZDM8	Q9Y473
Q9Y2H2	Q8CDA1	F1M0S5
Q765P7	D4A3S6
Q96LB4	D3ZTZ4	Q8BMC1
D4A3X3	Q64339	P05161
Q8R2Q6	Q3B7D3	Q96GX1
P10635	G3UZ38	P24470
B5DF94	Q8R054	O60687
P0C1X9	Q8BG84	Q6GTX8
D4AAH6	Q9JK23	O95456
A0A0G2JUT8	Q3U308	Q2VPK5
Q64288	P47874
Q5MPP0	P04166	O43169
F1LSL6	Q8BJ42
O43307	Q3UTH8	D3ZA21
P18583	F1MAQ7	Q9QX47
Q6IMZ5	P49813	Q9NZQ9
Q9D174	M0R551	Q9UHA2
Q96GC9	Q91ZQ0	Q99KU0
D4A624	Q9CXH7	Q5FBB7
Q9JMB5	Q9JKV1	Q16186
O14669	D3ZZA9	Q8R182
Q924T7	D3ZFK0	Q96EP0
A0A140UHY0	G5E886	Q86VQ0
Q9UBF1	D4A6M8	P25233
Q09328	B5DEZ3
Q9WV31	Q63053	Q7LC44
Q9WTR1	Q8NET8
Q6AW69	G3V6P7	Q05CR5
F1LPA8	P48169	P56475
Q64LD2	Q498M4	P61965
P63004	F8VPY2	O60907
Q8C2E7	F1M1B3	Q12768
O35704	A0A0G2K2Q2	O15269
F1M8V2	E9Q735
Q8R0J7	Q9H9H4
P39054	P50570	O35303
B2R6D7	P19139	Q9WV60
Q8VHN7	D3ZG74	Q6UVK1
Q9BT40	Q8CHC4	V9GZ88
O95214	Q6PDU4	Q9CQ74
Q9CQA1	B0BNE3	Q8IUR0
Q6PDW4	O09061	P49720
Q8BZT8	F1M3R4	Q7Z3N6
Q8N474	D3ZTV6	A0A0R4J001
Q8BFS3	Q8CHK2	Q8WXF3
Q3TMW1	D3ZSR7	Q68D86
Q9DCJ7	Q9NWT8
Q8IYR0	A1A5Q4	Q6PE87
D3ZBH0	P16951
Q6ZQ86	O95714
D3Z5T8	F1LZD2	C9J442
Q8CG46	D4AB26	Q8IY18
O14641	D3ZB71	Q3TRW4
P00750	Q3KR76	Q91VE3
Q13585	P21451
Q80W94	Q5FVP8	Q96PD7
P09759	G1K381	P54764
Q8BVT6	D3ZZT7	A8MPX8
Q923G5	Q8IVQ6	Q91WU6
P23798	B4F7B6	P35226
O00468	G3V7M7	Q4VBE4
Q6Q7Y5	B2RSH2	P50148
P29754	Q99677	Q4G072
A0A0G2K6W8	A7DTG3	Q9NUC0
Q9HCJ5	Q7TP63	Q3UHH1
O00716	O35261	M0RDX6
Q0ZGT2	Q9Z2J4	Q7TPW1
Q9D7B7	D3ZPW7	Q8TED1
Q8IZL2	D4A930	D4QGC2
Q9Z1D1	Q5RK09	O75821
Q64349	P21145	Q91X49
O35627	A0A0G2JW78	Q13133
O35655	P20651	Q08209
Q99972	P63056	D3ZMR0
P54289	Q6PHS9	F1LSR8
