Q8BRM8	Q9ULW5
P51825	D3YYI6	A0A0G2K1Y7
A0A0G2JVC1	P23804	Q00987
P55011	P55012
P35353	P35347	P34998
P61249	P61250	Q13956
F1LP56	Q80VP2	Q9P0W8
Q7TP77	Q9CQ40	Q13405
Q9C002	M0R6G0	Q810Q5
A0A0G2K0J5	J3QPZ5	A6NFT4
O08738	P43527	P55212
Q9JIZ9	Q6QBQ4	Q9NRY6
P20942	Q9QW08	P20941
G3V8L3	P48678	P02545
Q60I23	D4A543	P48431
F1LUF8	F8VPY0	Q01954
Q80T84	Q6ZUA9
P03952	Q5FVS2	P26262
E9Q6Y8	D3ZU27	Q70CQ4
P10711	Q4KLL0	Q8IYF1
Q925D2	O70337	Q13323
Q62924	E9PUC4	Q9UKA4
Q5NDL2	Q5NDL0	Q8BYW9
P54296	G3V6F1	Q14BI5
Q9H3R2	F1M9I3	P19467
P59996	Q80W65	Q8NBP7
Q7Z783	Q3C2P8	Q924S7
Q8VI47	Q63120	Q92887
Q6MGB8	A0N9N8	Q6N093
O43167	Q3B725	Q80X44
O70591	B0BN18	Q9UHV9
P31266	D4AEG0	Q06330
Q7TN05	M0RD05	P59780
Q9UBE8	D3ZSZ3	O54949
O54865	P20595	Q02153
Q9BW04	Q499V8	Q8BI29
Q6ZYN8	P70277	Q9UJ37
D3ZL04	P12242	P25874
F1LM57	P70700	Q9H9Y6
Q93070	F1MA10	Q9CRA0
Q5RKV6	D3ZW38	Q8BTW3
D3ZK16	E9Q286	Q9Y2F5
Q6UXK2	M0R4G0	Q5RKR3
Q63257	P16382	P24394
Q60928	P19440
P06730	P63074	P63073
Q64737	G3V918	P22102
Q9UHQ1	Q2YDU6	Q9CYQ7
Q9DA47	Q8WW34
Q80X95	Q63486	Q7L523
Q9CPZ1	Q9NVL8
P15086	D3ZAM3	B2RS76
P28070	G3V8U9	P99026
F1M1B9	A0A0G2JGH6	A4D1E1
D3ZPX3	Q80VJ8	Q8N6L0
F1LN03	Q8BYI6	Q7L5N7
Q9QUR6	A0A0G2K1M8	P48147
E5RJM6	D3ZNP9	F6YK91
P00689	P04746
Q6PFX8	D4A7C3	Q8IXN7
Q9Y5L0	D4AAM0	Q6P2B1
D4A4L2	Q9DBT3	Q96F63
P14220	B8Q183
A0A0A6YVW5	O54702	O43529
Q3U186	F7FFR1	Q5T160
Q8BSZ2	A0A0G2K302	A0A0A6YYH1
Q3UTR7	P01015	P01019
Q9H0K6	D4ABN2	Q80TY0
Q7TQN5	Q7TQP0	Q7Z602
Q31093	G3V837
Q5U2V0	P97489	Q9BWX5
O35454	D4A3H5	P51797
Q9BYS8	A0A0G2JDG6	Q5U2S4
Q9JIQ3	Q5RK17	Q9NR28
P58753	Q4V892	H3BLC8
O54743	Q12947
D4A6V5	Q9CZ49	Q6PF15
Q80Y50	D3ZLG1	O94983
D3ZKU7	O55102	P78537
Q91ZV3	A0A0G2JWS6	Q96PD2
P62263	P13471	P62264
Q9JHF9	Q9Y6Y9
B5DEL7	P60060	P60059
P50458	D4A380	Q9Z0S2
Q8CII8	Q8N205
Q9DCI9	D4AEG6	Q9BYC8
Q7TT28	D3ZCX6	Q8N1G1
O75865	D4A3S0	Q78XR0
V9GXT8	A0A0A6YYG9
F7F9U6	Q9QXS1	Q6PK12
Q07266	Q9QXS6	Q16643
Q6P531	Q6IE08	Q6PDE7
O75376	A0A0G2K2B4	Q5RIM6
D3ZAB1	Q921I1	P02788
Q99758	G3V7X4	A2AJ26
Q8CIG9	D3ZYT9	Q96CD0
Q92952	P70606	A0A1D5RM38
Q8BP56	D3ZY02	Q32M88
P37198	P17955	Q63850
Q15043	D3ZZM0	Q75N73
O43913	A0A0G2K6D6	Q9WUV0
Q9EQP6	A0A096MJ89	P36575
Q8K342	O75901	F1LNM7
Q9JIT3	Q08122	A0A0G2JJL1
F1M8E3	E9Q0B9	Q96NM4
O43280	G3V7Q9	Q9JLT2
O60496	D3ZHJ4	O70469
Q6AZ70	E9Q6S0	Q96LX8
Q9CY28	Q5BK22	Q8N3Z3
A0A0S2Z4Q8	D3ZIC4	Q3UMT1
F1LPA4	Q8K045	Q6P5Z2
Q921R7	D4A7S3	Q9BS91
P54761	M0RDA4	P54760
Q6QLM7	P33175	Q9Y4J8
P15975	Q70EK8
Q03393	P27213	Q9R1Z7
P01229	P18427	Q60687
Q8R3S2	D3Z967	P41732
Q9NS40	A0A0H2UHF2	Q9ER47
A2AWT3	D4A5H7	Q14CW9
P57059	B2DD29	H3BJC9
O35312	O08689	O14793
D3Z9H1	Q9JHG0	Q6UW01
P51792	P51791	P51790
O15315	A0A0G2JTF1	O35719
D4A767	Q9D9T0	Q8WWB3
O89019	Q9EQG6	Q9Y283
A6NED2	D3ZG92	Q8BTU7
Q99NF3	Q4KM37	Q9BYV8
Q86V20	D3ZH67	Q3UEN2
Q03391	Q62645	O15399
O08710	P01266	P06882
Q5U2R1	Q33DR3	Q86YH6
Q6PJI9	D3ZGZ9	Q8C0M0
P52825	G3V7N5	P23786
Q9QZI9	Q5U2V2	Q13530
Q9CYZ2	Q6PCT3	Q96J77
F1MAM6	Q91XQ0	Q9C0G6
F1M8Z3	Q99JB0	O75840
Q9NY25	D3ZPN6	Q9R007
A0A0G2K1L4	B1AV20	Q8NFH8
P01898	Q8TD07
D3ZQ46	Q9D6G9	Q96DZ9
Q96S44	P28028	Q99MC6
Q78E60	Q61324	I6L9E7
Q6PNC0	D4AA13	Q9Y485
D4A5S9	E9QJV4	Q86UA1
Q8N3E9	D4A978	Q8K2J0
B6CZ62	A1Y9I9	Q8WZ04
P07744	Q6IG00	P19013
F7BWT7	M0R749	O95858
Q8BL95	Q5U3Z0	P57076
Q9CX13	D3ZTY0	Q9P003
Q8TF50	M0RAB3	Q8BI66
D4A746	Q8BTZ7	Q9Y5P6
P17252	P20444	P09216
P23640	Q9ERI2	P51159
Q9WV06	D3ZM27	Q9GZV1
F8WHU6	D3ZFQ5	Q9ULB4
Q62101	Q9WTQ1	Q15139
Q5SW79	Q91Y79	Q6A065
B1WC49	O35841	Q9BZZ5
Q9NV58	Q62921	Q69ZI1
Q5FVG8	Q9D2W5	Q96HH9
Q91VC7	Q99MC0	Q96A00
A2A9K7	G3V8W8	Q8WWN9
Q6DGF2	Q5SUH6	Q9Y6I3
Q9UHB6	F1LR10	Q8C2N7
P53801	Q6P767	Q8R143
Q14146	D4AAN0	E9Q7L1
Q07968	B1H260	P05160
Q9BQS6	D4ACX7	Q9DAM3
G3V7X9	Q8R0S1	P17544
O88940	D3ZWP1	O60682
P51965	F1M3L4	P52482
E9PT59	E9Q7D5	A5YM69
Q8R2P1	Q4KLM4	Q9H0H3
Q9ET64	O70572	O60906
P12960	Q63198	Q12860
Q9Z1N5	Q63413	Q13838
Q91V79	D3ZIQ3	A5D6W6
D4A7V2	Q9CZB6	O43513
O08739	F1M7Q5	Q01432
Q8N165	D3ZKW5	Q8QZR7
P84098	F1M5A9	P84099
Q8BUL6	Q9HB21
B2GV25	Q7TSA6	Q2NL68
O54852	Q60603
Q8IVF5	D3ZMS5	Q60610
P21555	Q61184	P48039
Q9P2M7	E9QMC1
Q4KM24	O96011
Q8CG50	Q53B90	P61026
Q9Y2Q5	D4A465	Q9JHS3
Q9Z2C6	A0A0H2UHB6	O75841
Q5RL51	A0A0G2K635	Q8NEC7
D4A8N7	Q8BWR8
P27448	A0A0G2JU56	Q03141
Q3KR59	P52479	Q14694
D3ZZV1	Q9CQV1
Q8VC56	Q4KLN8	O76064
Q5PQW5	Q0VF55	Q16720
Q7Z7B0	Q059P4	A0A0G2K6B7
Q9H3C7	Q6GVH5	Q5SV77
Q6AXQ0	Q9R1T2	Q9UBE0
Q68FP1	P13020	P06396
F1LN29	Q8CJ67	Q9NUL3
O14764	P18506	P22933
P10600	Q07258	Q91YU7
Q9UI46	Q5XIL8	Q8C0M8
Q8TAG5	D3ZWD0	Q8R0A6
Q9DA48	D3Z9F9	Q9HBV2
D4A0I8	Q60591	Q13469
Q8BJM5	B2RZA8	Q6NXT4
Q96HP4	D4A0Y4	Q8VE38
O88637	Q922E4	Q99447
Q3LS21	Q9ES08	Q9NPC2
O75764	Q5BK74	P23881
D3ZXH7	O08583	Q86V81
Q8CFX3	A0A0G2K6T9	Q08174
Q6AXS4	Q9CYN9	O75787
Q6PGF5	E9PTV4	Q14692
G3V7N4	P43404	Q13196
Q6PDZ2	Q6P773	Q15572
O94842	Q66HT2	Q8BU11
Q99K46	Q8NFA0	Q5D006
D3ZD40	Q9EPX2	O95428
D3ZUJ9	Q8CFD4	Q9Y5X2
B2RZ73	A0A0R4J0U2	Q9NY27
Q9H6J7	Q5M9F0	Q8BHR8
Q8BGB5	Q9BT23
Q5U1X7	Q99K24	Q9BRY0
Q9HC21	Q8VEM8
Q6TXF1	Q7TPQ9	Q96B67
Q9EQQ4	D4A8X5	Q9Y5Y3
Q9R1T4	B5DFG5	Q14141
Q16655	D3ZWI9	Q2TA50
Q96M02	A0A0G2K7C9	D2J0Y4
P10888	P19783	P13073
Q9WV60	A0A0G2KB98	P49841
B0BNB3	Q8K1A0	Q9NRN9
F6Z7L1	Q9P281
Q6NZ44	P19132	Q3ULW5
A0A0G2JXI1	O88783	P12259
Q6ZPS6	D4A731	Q9P2G1
E9QAP7	A0A0G2K849	O00268
O55100	Q62876	O43759
Q80WQ9	D3ZUV0	O75132
Q91XE4	Q5M876	Q96HD9
Q61730	D1M8S3	Q9NPH3
D4A3U2	Q80WR1	Q96SJ8
D3ZER2	Q6NVD9	Q13515
Q9Y399	D3ZY44	Q924T2
P24864	B1WC54	Q61457
G5E886	A0A140UHY0	O95447
P50232	P40749	Q9H2B2
P09739	Z4YNB2	P45378
Q04760	Q6P7Q4	Q9CPU0
Q6GQW0	D4AC89	A6QL63
Q9UI14	O35394	Q62145
O55022	P70580	O00264
Q63537	Q8JZP2	O14994
Q5M939	Q8BY71	O14929
A6H8H5	P25122
P57087	F1M065	Q9JI59
Q96K30	Q2KJ10	Q9D1H0
Q5BJS4	Q9DB70	Q8IVP5
Q80VM7	D3ZCC5	Q8TF21
B0BN13	Q8CD60	Q2T9L4
Q8N4S0	Q66H73	Q6PG04
D3ZHR2	P48410	P33897
O00303	Q8CGF7	A0A096MJ01
Q6ZN04	D3ZFL6
P13497	F1M798	P98063
P07310	A0A0G2JSP8	P06732
Q8R079	Q5PQN2	Q9NZS9
Q4VA36	D4A553	Q86UT8
Q8CDI6	D3ZHH5	Q5M9N0
Q9CQP2	Q5BJL8	P0DI82
Q13526	B0BNL2	Q9QUR7
Q99PE9	O08697
G3UVW2	A0A096MK02	Q9UBM4
O00512	D4A7D6	Q9D219
P51813	F1LVI0	P97504
B2GUZ3	Q3V3R1	Q6UB35
P55769	P55770	Q9D0T1
Q2LAM0	Q5MPP0	Q7L5A8
D3ZU21	E9Q6K3	Q8WXW3
Q148V7	B4DDF7
Q9Y5F7	M0R8Z9	Q91Y17
A0A1D5RLL5	A0A0G2K1R0	Q5T1B0
Q9ER71	Q5RJS2	Q9H4E5
A0A0G2JVS9	Q3UMR0	Q96NW4
P47985	P20788	Q9CR68
Q01887	F1LQR5	P34925
D3ZTA4	Q8JZV4	Q96IZ5
Q8BGS3	Q4KLI1	Q969J2
F1M541	Q9D8Q6	Q8IXP5
Q13609	O89107	O55070
D3ZEM0	Q04841	P29372
Q8R4B8	D4A523	Q96P20
Q8WTR7	F1LTH0	Q8BI67
P35762	Q6P9V1	P48509
P80433	Q64445	P10176
E9PZ11	D3ZQI7	Q9UFB7
Q91WD2	G3V7Y1	Q9H1D0
Q8N0W7	A0A0G2K2Z5	Q80ZA7
Q5U303	Q99K90	Q9NYJ8
Q9BRQ6	D4A7N1	Q91VN4
Q9P1Y6	Q63625	A6H619
P07355	B5DFI9
E9PVZ8	A0A0G2JWG6	Q14789
Q9D513	B0BMX9	Q8N635
A0A1W2Q678	Q8C3F2	Q9NX05
Q91YR1	Q5RJR2	Q12792
P63079	P63137	P23416
P0C7Q1	Q5FVL4	Q494R4
M0RBY8	Q99MP8	Q7Z569
P97347	D3ZRF0	Q6XPR3
D3ZDN9	Q9CPV2	Q96DE5
P46821	P14873	A0A0G2K5C6
Q9UNE7	D4A4T0	Q9WUD1
P29371	P16177	P47937
Q6A037	D3ZT79	O75113
Q9JJR9	D4A2K5	Q9NQ35
P28576	G5E891	P04085
Q9CPP0	D3ZYK9	O75607
Q4U2R8	O35956	Q9WTN6
Q9NQ87	D3ZIH3	Q9DBX7
Q99P84	Q9ER99	Q92681
Q920H4	P08911	Q9Y2T5
Q92997	Q61062	D4ADV8
P57078	D4AAK5	Q9ERK0
Q13098	A0A0G2JT06	Q99LD4
Q6AYM8	Q9WTK3	O43292
Q66H21	Q8C025	Q8WUD6
Q6P1C6	G3V8Y2	Q6UXM1
M0R6T8	Q60677	P38570
Q5XIC6	Q9D8W5	O00232
P56385	P29419	Q06185
O43451	D3ZTX4	B5THE2
F1LNW3	Q9QXD1	Q99424
P97946	G3V9S8	O43915
B1AST8	Q9Y2H1
Q05BC3	M0RDD8	O00423
Q9UGP5	Q5RKI3	Q9QXE2
O43150	Q7SIG6	A0A0G2K808
Q5JWR5	D4A0Y2	H7BWZ9
Q8N1S5	Q6P6S2	Q8BWY7
Q9D0W5	Q4KLI4	Q9Y3C6
P10243	D3ZF01	A0A087WPK9
Q9ET26	D4ABZ6
Q9QZM2	D3ZYP7	Q9UHN1
O60939	Q8BHK2	Q9JK00
Q9UQF2	Q9R237	Q9WVI9
Q9D5R3	Q66H89	Q9Y592
B5DEI9	Q8K5C0	Q6ISB3
Q9CZN8	Q5FWT5	Q9H0R6
Q9BVP2	Q811S9	Q8CI11
Q96A08	Q00729	P70696
Q61241	Q8IZN1
Q9ESM6	D3Z9K9	Q9HCC8
A2RU67	D3ZWJ9	Q8BYI8
P21743	P47876	P08833
P21451	P48302	P24530
Q8N6T3	Q62848	Q9EPJ9
D4A3J0	Q3V0E1	Q5VYM1
A0A0H2UI10	Q9EQQ9	O60502
Q3UYV8	D3ZCM9	Q8N9W5
Q8QZV4	D4A3D9	Q86UX6
Q7Z6V5	M0RA73	Q6P6J0
Q9JHW9	A0A0G2JUS6	P47895
C7E1V2	Q9Z329	Q14571
Q9UDX3	Q9Z1J8	Q8R0F9
Q13043	D4A648	Q9JI11
B1H226	A0A0A6YWQ3	Q8IXR5
Q6V7V2	Q8C6B2	Q9BST9
Q925T6	F1LMX8	Q9Y3R0
Q9WTP9	G3V7R0	Q9UIW0
D3ZAA1	Q8CHB8	Q6EMB2
P49650	P49651	P47900
F1LSR2	Q8BSM5	Q8WWW8
Q8TD57	M0R9X8	Q8BW94
Q91WI7	A0A0G2JZW3	Q969R8
A0A0G2K2B5	Q8BSY0	Q12797
Q9JIL2	G3V896	Q9NRJ3
G3V833	O70421	Q9UP38
Q8BHE3	Q1M168	Q86WG3
Q6ZQM0	Q8WZ73	Q8CIN9
O95319	Q9Z0H4	Z4YNP1
P35247	P50404	A0A0G2JUF5
Q6FHJ7	G3V8G7	Q9Z1N6
D3ZDB9	Q8K2T1	Q9HBL8
Q92994	D4A8W8	G3X8S2
Q3U1V6	F1M0M3	Q8IX04
A2AIV2	D3ZKC9	Q69YN4
Q91VC0	Q9QY93	Q9H773
Q9CZI9	B2GUW6	Q8WTP8
Q99N94	Q641X9	Q9BYD2
Q9R1S9	P12025	P21741
Q32KJ2	A0A0R4J1N2	Q6UWY0
Q9ER35	D3ZZU8	Q9H479
G3V6C5	A0A0R4J0P3	Q8NFN8
Q9BTY7	Q6AY79	Q8C3I8
Q6P9B6	D4A255	Q8K0P3
D3ZPL7	E9QPR7	Q8TD84
Q9D5Y1	D3Z8K2	Q9UFE4
Q9CRA8	F1LSX7	Q9NQT4
Q9NX14	Q0ZFS7	Q8K2C8
P26447	P05942	P07091
G3V6W6	P62334	P62333
O75807	A0A0G2JSW4	P17564
P12939	Q64460
D3Z2R5	F1LTZ2	Q9NZV5
Q12923	G5E8B1	G3V9S3
Q8R5I6	Q5BK56	Q03013
Q6AYF4	P11835	Q1PBM2
Q75Q41	Q9CPQ3	Q9NS69
O88673	P51556	P23743
Q53FZ2	Q6SKG1	Q3UNX5
P61087	D3ZXS8	P51668
Q5RJH2	D4A733	Q6DN12
Q5D1Z3	Q8BG17	Q9UGY1
Q6NSR8	D4A3E2	Q8NDH3
Q5XIL3	Q9D483	Q9BUI4
Q9Z160	F1LND1	Q8WTW3
P98078	O88797
P00568	A0A0G2K7Q6	Q9R0Y5
P29266	Q99L13	P31937
Q9D8I3	A6NK44
O35671	B5DFL3	O14713
D3ZG56	Q8K2W6	Q86YI8
P56222	Q8BJI4
Q9ESJ0	D3ZQI6	Q9C0E2
Q5FWF4	D3ZDS8	Q6NZP1
P19105	B0BMS8	Q9D6E6
Q7TQP3	Q7TQN8	Q8TDV5
P59644	Q9JMC1	Q15735
Q8NB12	D4A3D2	P97443
A0A0G2JW38	Q8VEE0	Q96AT9
Q5TEA3	D3ZVN5	Q7TT23
F1LV37	Q8BKI2	Q9UPQ9
P56597	D3ZH90	Q99MH5
P53701	D3ZL85	P53702
Q8QZY3	Q6W0C5
O75306	Q641Y2	Q91WD5
Q8VEL0	Q9UJG1
Q3UGP9	D3ZWP8	Q96CX6
O88593	G3V7R2	O75594
Q9Y2J4	G3V735	Q8K371
P22005	P04094	P01210
P31955	P24338	P15514
Q5SFM8	F1M1R4	Q9P2N5
A0A096MJ28	Q80UK8	Q9H0H0
P11404	P07483	P05413
Q06219	Q3LZI9	P43354
Q13287	F1LQS0	O35309
B5DFN4	Q9WU28	Q99471
Q7Z4V5	Q925G1	Q3UMU9
Q8NFG4	Q76JQ2	Q8QZS3
Q68ED7	Q157S1	Q6UUV9
Q8VCK5	D3Z8N4	Q9Y2M5
P06576	G3V6D3	P56480
O09112	D3ZNK9	Q13202
Q3V1V3	Q76MT4	Q9H501
Q9UPQ3	G3V9U1	Q8BXK8
P25713	P37361	P28184
Q9BQW3	D3ZW79	Q8K4J2
Q9CR22	D3Z8L0	Q69YG0
Q9UBW7	D4A3R6	Q8BUN3
P51003	D3ZK96	Q61183
Q8R121	A0A140TAB0	Q9UK55
O75153	A0A0U1RRV5	A0A0R4J140
Q4V8B1	Q811P0	Q495N2
Q6ICH7	Q5HZW3	Q80VP9
Q8K190	D3ZQ21	Q9NPB0
P38718	Q9D023	O95563
Q9ERE9	G3V9M2	Q13387
Q8VCZ6	F1LQU9	B4DMS2
Q3UPW2	Q4V7E1	P78545
Q9EPY0	A2AIV8	Q9H257
Q6IRF8	Q9R1Q9	Q15904
F7EPH4	Q9D819	Q15181
Q9BZJ4	Q4V8K4	Q9D8K8
D4A7I6	Q3UMB9	Q2M389
O35728	Q66HK8	Q5TCH4
Q8R0I4	Q566R2	Q9BX73
Q66JT7	G3V698	Q96H96
P50652	B4F762	Q00597
P70663	G3V7X5	Q14515
Q8N806	Q7TPD1	Q2TL32
G3V7B7	O35134	O95602
Q9UMX6	D3ZID7	Q8VBV8
P13805	O88346	Q7TNB2
D4AAB9	Q91W45	Q9ULR5
F8WFW5	B1AWC9	O00408
Q80VG1	A0A0G2K2K4	Q8N228
Q9WVH6	D3ZR43	Q9Y264
A0A0G2K698	Q9D4C1	Q8N9Z9
P25963	Q63369	Q9Z1E3
Q9Z2W8	G3V6W1	P48058
Q91WK1	Q4FZT8	Q8WW59
Q5SWP3	F1M6E5	O15069
Q9H7N4	Q63624	Q5U4C3
D3ZN99	Q8CGM1	O60241
F1M7U2	O35350	P07384
Q99613	B5DFC8	Q8R1B4
Q53H12	Q6AYB2	Q9ESW4
P55318	G3V7T9	P35584
D3ZB81	Q3V132	Q9H0C2
P18111	A0A0G2K086	P47902
Q96NH3	D4A050	Q3URV1
Q2WG77	A0A0G2K721	Q0D2K3
Q00577	F1LPS8	P42669
Q6TDP4	Q8K430	Q6TDP3
Q8TC07	F7EZ89	Q9CXF4
P48318	P18088	Q99259
Q498D1	P58462	Q9H334
Q6P7W5	Q5M954	Q8NCE0
Q5BKX6	D4ADC6	Q0P5V9
O70400	P52944	O75112
Q5FVI5	Q8BUH1	Q9NX01
G3X9B7	P35869
P51532	Q3TKT4
Q921Y0	Q3T1J9	Q9H8S9
Q4KLY9	Q9D1A4	Q8WWX0
P51168	B8QP48
D4ADQ9	Q3TZ89	Q9NQW1
Q8WWF8	D4A6W9	Q6P8Y1
P61808	P61807	O75324
F1LYX9	O55111	Q14126
Q5XIP2	Q9CXY9	Q92643
Q96PF2	F7FH45	O54863
Q924L1	B0K026	Q6P1Q0
D4A4C7	Q920C4	Q96HJ5
Q96HZ4	Q04666	Q9JHE6
O54698	Q9JIM1	Q99808
D3ZAQ4	Q9EST4	Q969U7
P39687	Q5XIE0	Q9EST5
P35240	Q63648	P46662
Q3TJW2	D3Z8N7	Q8NCQ5
Q9HAW0	A0A0R4J0C6	Q4V8D6
P06737	P53534	Q9ET01
Q8BH64	Q4V8H8	Q9NZN4
P06241	Q62844	P39688
F1LPP2	Q9UKI8	Q8C0V0
Q9QXB9	A0A0G2KAI8	P55039
D4A5W3	Q3UM23	Q9HC29
Q96AQ6	A2VD12	Q3TVI8
F1M095	Q8VHI5	Q6UXI7
Q02742	Q64165	Q09324
Q5FW85	O94769
Q6P5E3	D3ZIF4	Q9NSC2
Q9JLB9	Q9NQS3
Q6ZWX6	P68101	P05198
D3ZE22	A4Q9E5
F7EY63	P18337	P14151
P48721	P34932	Q3U2G2
P97458	Q8CJH7	O75360
M0R5A9	A2RSQ0	Q6ZUT9
D3ZVH2	Q9CZP6	P23396
Q8TBF8	D4A7T8	Q3UXZ6
P63076	P63075	O60258
Q9Y5J9	P62078	P62077
D3ZVP6	Q8CEC6	Q96BP3
Q9QY61	D3ZRI4	P78413
P48346	P97604	P40933
F1MAM2	Q80Y34	Q8N9F8
P11801	F1LYL8	Q91YA2
Q3UZ39	Q66HF9	Q32MZ4
F1LPG3	Q8K212	Q6VY07
Q8BGS7	Q6AXM5	Q9Y6K0
Q8VIF2	D3ZXU4	Q7Z5A4
Q8NC56	Q4KM57	Q6DVA0
Q6P1H4	Q9JMA8	O43909
Q69ZW3	F1LVX2	Q8NDI1
P04083	P07150	Q9CZI7
P50904	Q91YX7	P20936
Q01986	Q63932	P36507
P07204	O35370	P15306
Q7TP28	Q99LU8	Q9GZU0
P84309	G3V9G1	O95622
E9PV82	B5DF22	Q6NSI3
Q9Z1B3	F1M084	Q9NQ66
Q8N6D5	F1M3B1	D3YVV3
Q8BIF2	D4A2H6	A6NFN3
P56962	Q9Z158	Q9D0I4
F2Z3U1	P22725	P41221
D4A424	Q0VBF2	Q4KMG9
O94875	Q62417	F1LPM3
Q8VDI1	Q5BK43	Q96J88
P13504	Q05KR1
O09165	P19633	P31415
Q8BGD6	Q3B8Q3	Q8NBW4
Q9JK92	Q9EPX0	Q9UJY1
Q8VDU0	D3ZCE5	Q96AY4
Q6ZVU3	F1LS93	E9QJU7
Q9QYI7	D3ZWI8	Q8NHS0
Q3TJD7	Q9Z1Z9	Q9NR12
G3V963	Q922P8	Q24JP5
O35488	O14975	D3ZUP3
Q9Z2B1	A0A0G2K2K7	O95256
Q8JZW4	D3ZGN2	Q9HCH3
P70661	O08718	Q9Y4Z2
Q9WVA2	F1LP21	O60220
D4A6H3	Q8BWB6	Q8NFT2
Q6NS82	Q3MHU5	Q8NC44
E0CYV0	A0A140TAB9	P22061
Q9JHZ2	F1LN34	Q9HCJ1
P11229	P12657	P10980
Q12959	A0A0G2K1M2	Q811D0
Q91WL8	B2RZ76	Q9NZC7
Q96MS3	D3ZUX2	A4FUP9
Q96SL4	D3ZQI1	Q99LJ6
Q4G0N8	A0A0G2K3D4	Q6UJY2
D3ZZP1	A0A0J9YV97	Q8NCC5
Q14AI0	D4ACA3	Q9BVC3
Q9H0U4	Q9D1G1	Q5U316
Q8N3Y7	D3ZS85	Q7TQA3
F1LYS7	P82347	Q92629
D4A414	Q8BJ03	Q7KZN9
O55142	D3ZZN4	P18077
P46781	M0RB65	Q6ZWN5
Q9NWG9	Q9H213
Q8R050	P41091
D3ZAN9	Q8VE85	Q96N28
Q9R244	Q91ZM1
D4AE48	Q3TPJ7	Q504T8
P42574	P55213	P70677
Q9H000	Q5XI23	Q9ERV1
D4AAG9	P40201	O14646
Q8WYF2	E9QP49	A0A0G2K6R8
P35236	P35234	Q8BUM3
Q9JKC6	Q5FVI4	Q8N111
P49817	Q2IBC6	Q03135
Q8TET4	D4A7G5	A2AQJ8
Q92974	Q6P9R4
A0A0G2K1A1	Q9D115	Q9Y5V0
Q12929	F1M3L7	Q08509
D4ADI8	Q14B71	Q69YH5
Q9UJK0	D4A6X9	Q5HZH2
G5E8J3	Q9JMJ4	Q9UMS4
Q5XII8	Q8R092	Q9BWL3
G3UZ30	Q6MFY6	O60927
A0A0G2JX94	Q8VHG2	Q4VCS5
D4AAX6	A2AP18
Q96DX7	R9PXS7	Q4KMS1
Q8K377	D4A6D8	Q86UE6
Q5S007	F1LNJ1	Q5S006
P24534	O70251
Q96S21	Q6Y2E6	Q8VHQ4
Q8R555	F1LQP7	Q9NQ79
Q15124	D3ZVR9	Q8BZF8
Q8VIH9	P49684	Q9UKP6
Q8K4C2	D3ZIM0	Q8NAC3
Q8TD98	E9Q921	A0A0G2K0C8
D4A4T6	Q8BZ36	Q6NUQ1
P05813	P14881	Q9QXC6
Q80U59	D3ZYT3	Q92628
P33435	G3V742	P45452
Q8VBY2	F1LQD2
Q9EPL2	Q6Q0N0	O94985
O60381	Z4YNI2	E9Q1A8
Q8BUK6	Q7TQ77	Q86VS8
O14944	Q9Z0L5	Q61521
Q9CQF3	Q4KM65	O43809
Q5XIM7	Q99MN1	Q15046
Q5XIT5	Q9JHC9	Q15723
Q86W54	Q4PJT6	Q6P926
Q5XHZ0	Q9CQN1	Q14568
P29275	Q60614	G3V933
P19838	F1LQH2	P25799
D3ZTW6	Q8C0C4	Q9C0I3
P31001	I6L9F6
Q5U777	Q9JM54	Q13794
E9PSW8	P49452	Q03188
Q32Q00	Q9D738	Q8WXK4
A0A0G2JST1	Q6F3F9	Q86SQ4
Q9JIL4	Q6P9H4	F1M7S0
Q96Q40	Q04859	P20793
Q8R3S6	A0A0G2K2V5	Q9NV70
Q96BE0	Q9JKR6	A0A0G2JVI3
Q96DN5	D3ZTA2	Q6NXY1
D3ZDJ3	Q3V1U8	Q8N336
P78414	D4A9L1	P81068
Q96NL1	D3ZR33	Q8BQU7
Q80SS5	P01566
Q12866	Q60805	P57097
O54718	O14654
Q12986	D4AE50	B1AY10
Q4V8E0	Q3TAQ3	Q96FV3
P51911	Q08290	Q08091
Q9P2M4	G3V9P9
P14211	P18418	P27797
P78317	Q3U9F6	Q6J1I7
Q9H4Y5	Q6AXR6	Q8K2Q2
Q91X20	A0A0G2JT90	Q9UBL3
Q8TB45	Q570Y9
Q92772	Q5XIT0	Q9QUK0
Q14626	P42703
P32067	Q66HE8	P05455
A0A140LI28	F1M276	Q96LP2
Q6SA08	A0A0G2QC55	Q9D411
Q969P0	A0A140TAA1	A0A0R4J117
Q6AXP3	Q9D518
D3ZBG6	D3Z4S3	Q6GMV3
Q5VV63	F1M3T8	Q6A051
Q5I0D5	Q9D7I5	Q9H008
Q9NWH9	A0A0G2K904	Q8CH25
D3ZUI1	Q9WVQ5	Q96GX9
Q3B8R7	Q8K2Y7	Q9HD33
Q8VEH8	D3ZF97	Q96DZ1
P61218	O88828	P61219
Q5VYV7	F1M0V5	Q9D7Y9
D3ZP81	Q5NCP0	Q68DV7
O60658	Q76KC6	O88502
Q9BXA5	F1LM46	Q99MT6
Q9QXV1	Q4FZS1	Q9HC52
P51450	A0A0G2QC01	P51449
P51863	Q5M7T6	P61421
